"Marca temporal","Puntuación total","Enter your experimental ID","Enter your experimental ID [Puntuación]","Enter your experimental ID [Comentarios]","Which is the percentage value of mag^2 for the state 0 (decimal)? (e.g., 32.7)","Which is the percentage value of mag^2 for the state 0 (decimal)? (e.g., 32.7) [Puntuación]","Which is the percentage value of mag^2 for the state 0 (decimal)? (e.g., 32.7) [Comentarios]","Which is the percentage value of mag^2 for the state 128 (decimal)? (e.g., 32.7)","Which is the percentage value of mag^2 for the state 128 (decimal)? (e.g., 32.7) [Puntuación]","Which is the percentage value of mag^2 for the state 128 (decimal)? (e.g., 32.7) [Comentarios]","Which is the percentage value of mag^2 for the state 164 (decimal)>? (e.g., 32.7)","Which is the percentage value of mag^2 for the state 164 (decimal)>? (e.g., 32.7) [Puntuación]","Which is the percentage value of mag^2 for the state 164 (decimal)>? (e.g., 32.7) [Comentarios]","Which is the percentage value of mag^2 for the state 367 (decimal)? (e.g., 32.7)","Which is the percentage value of mag^2 for the state 367 (decimal)? (e.g., 32.7) [Puntuación]","Which is the percentage value of mag^2 for the state 367 (decimal)? (e.g., 32.7) [Comentarios]","Which is the percentage value of mag^2 for the state 516 (decimal)? (e.g., 32.7)","Which is the percentage value of mag^2 for the state 516 (decimal)? (e.g., 32.7) [Puntuación]","Which is the percentage value of mag^2 for the state 516 (decimal)? (e.g., 32.7) [Comentarios]","Which is the percentage value of mag^2 for the state 552 (decimal)? (e.g., 32.7)","Which is the percentage value of mag^2 for the state 552 (decimal)? (e.g., 32.7) [Puntuación]","Which is the percentage value of mag^2 for the state 552 (decimal)? (e.g., 32.7) [Comentarios]","Which is the percentage value of mag^2 for the state 752 (decimal)? (e.g., 32.7)","Which is the percentage value of mag^2 for the state 752 (decimal)? (e.g., 32.7) [Puntuación]","Which is the percentage value of mag^2 for the state 752 (decimal)? (e.g., 32.7) [Comentarios]","Which is the percentage value of mag^2 for the state 844 (decimal)? (e.g., 32.7)","Which is the percentage value of mag^2 for the state 844 (decimal)? (e.g., 32.7) [Puntuación]","Which is the percentage value of mag^2 for the state 844 (decimal)? (e.g., 32.7) [Comentarios]","Copy the code of the circuit created (Export button, then 'Copy to clipboard' under 'Escaped Link')","Copy the code of the circuit created (Export button, then 'Copy to clipboard' under 'Escaped Link') [Puntuación]","Copy the code of the circuit created (Export button, then 'Copy to clipboard' under 'Escaped Link') [Comentarios]"
"2024/05/24 2:35:22 p. m. EEST","8.00 / 8","Bari120","-- / 0","","25","1.00 / 1","","12.5","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","1.5625","1.00 / 1","","0","1.00 / 1","","9.1069","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:35:56 p. m. EEST","8.00 / 8","Bari108","-- / 0","","25","1.00 / 1","","12.5","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","1.562","1.00 / 1","","0","1.00 / 1","","9.106","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:36:16 p. m. EEST","8.00 / 8","Bari060","-- / 0","","25","1.00 / 1","","12.5","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","1.5625","1.00 / 1","","0","1.00 / 1","","9.1069","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:37:34 p. m. EEST","8.00 / 8","Bari075","-- / 0","","25","1.00 / 1","","12.5","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","1.5625","1.00 / 1","","0","1.00 / 1","","9.1069","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:37:46 p. m. EEST","5.00 / 8","Bari093","-- / 0","","25.0","1.00 / 1","","0","0.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","0.00 / 1","","0","1.00 / 1","","6.25","0.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:37:49 p. m. EEST","8.00 / 8","Bari081","-- / 0","","25","1.00 / 1","","12.5","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","1.5625","1.00 / 1","","0","1.00 / 1","","9.1069","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:37:52 p. m. EEST","8.00 / 8","Bari063","-- / 0","","25","1.00 / 1","","12.5","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","1.5625","1.00 / 1","","0","1.00 / 1","","9.1069","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:38:33 p. m. EEST","8.00 / 8","Bari020","-- / 0","","25.0","1.00 / 1","","12.50","1.00 / 1","","0.0","1.00 / 1","","0.0","1.00 / 1","","0.0","1.00 / 1","","1.5625","1.00 / 1","","0.0","1.00 / 1","","9.1069","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:39:18 p. m. EEST","8.00 / 8","Bari102","-- / 0","","25","1.00 / 1","","12.5","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","1.5625","1.00 / 1","","0","1.00 / 1","","9.1069","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:40:49 p. m. EEST","5.00 / 8","Bari068","-- / 0","","25.0000","1.00 / 1","","0.0000","0.00 / 1","","0.0000","1.00 / 1","","0.0000","1.00 / 1","","0.0000","1.00 / 1","","0.0000","0.00 / 1","","0.0000","1.00 / 1","","0.0000","0.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:40:53 p. m. EEST","8.00 / 8","Bari118","-- / 0","","25","1.00 / 1","","12.5","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","1.5625","1.00 / 1","","0","1.00 / 1","","9.1069","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C%22Measure%22%2C1%2C1%2C1%2C1%2C1%2C1%2C%22Measure%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22Measure%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:40:55 p. m. EEST","8.00 / 8","Bari056","-- / 0","","25","1.00 / 1","","12.50","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","1.5625","1.00 / 1","","0","1.00 / 1","","9.1069","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
